0.01	0
0.025	0
0.04	0
0.055	0
0.07	0
0.085	0
0.1	0
0.115	0
0.13	0
0.145	0
0.16	0
0.175	0
0.19	0
0.205	0
0.22	0
0.235	0
0.25	0
0.265	0
0.28	0
0.295	0
0.31	0
0.325	0
0.34	0
0.355	0
0.37	0
0.385	0
0.4	0
0.415	0
0.43	0
0.445	0
0.46	0
0.475	0
0.49	0
0.505	0
0.52	0
0.535	0
0.55	0
0.565	0
0.58	0
0.595	0
0.61	0
0.625	0
0.64	0
0.655	0
0.67	0
0.685	0
0.7	0
0.715	0
0.73	0
0.745	0
0.76	0
0.775	0
0.79	0
0.805	0
0.82	0
0.835	0
0.85	0
0.865	0
0.88	0
0.895	0
0.91	0
0.925	0
0.94	0
0.955	0
0.97	0
0.985	0
1	0
1.015	0
1.03	0
1.045	0
1.06	0
1.075	0
1.09	0
1.105	0
1.12	0
1.135	0
1.15	0
1.165	0
1.18	0
1.195	0
1.21	0
1.225	0
1.24	0
1.255	0
1.27	0
1.285	0
1.3	0
1.315	0
1.33	0
1.345	0
1.36	0
1.375	0
1.39	0
1.405	0
1.42	0
1.435	0
1.45	0
1.465	0
1.48	0
1.495	0
1.51	0
1.525	0
1.54	0
1.555	0
1.57	0
1.585	0
1.6	0
1.615	0
1.63	0
1.645	0
1.66	0
1.675	0
1.69	0
1.705	0
1.72	0
1.735	0
1.75	0
1.765	0
1.78	0
1.795	0
1.81	0
1.825	0
1.84	0
1.855	0
1.87	0
1.885	0
1.9	0
1.915	0
1.93	0
1.945	0
1.96	0
1.975	0
1.99	0
2.005	0
2.02	0
2.035	0
2.05	0
2.065	0
2.08	0
2.095	0
2.11	0
2.125	0
2.14	0
2.155	0
2.17	0
2.185	0
2.2	0
2.215	0
2.23	0
2.245	0
2.26	0
2.275	0
2.29	0
2.305	0
2.32	0
2.335	0
2.35	0
2.365	0
2.38	0
2.395	0
2.41	0
2.425	0
2.44	0
2.455	0
2.47	0
2.485	0
2.5	0
2.515	0
2.53	0
2.545	0
2.56	0
2.575	0
2.59	0
2.605	0
2.62	0
2.635	0
2.65	0
2.665	0
2.68	0
2.695	0
2.71	0
2.725	0
2.74	0
2.755	0
2.77	0
2.785	0
2.8	0
2.815	0
2.83	0
2.845	0
2.86	0
2.875	0
2.89	0
2.905	0
2.92	0
2.935	0
2.95	0
2.965	0
2.98	0
2.995	0
3.01	0
3.025	0
3.04	0
3.055	0
3.07	0
3.085	0
3.1	0
3.115	0
3.13	0
3.145	0
3.16	0
3.175	0
3.19	0
3.205	0
3.22	0
3.235	0
3.25	0
3.265	0
3.28	0
3.295	0
3.31	0
3.325	0
3.34	0
3.355	0
3.37	0
3.385	0
3.4	0
3.415	0
3.43	0
